iter	RMSE
348	1.73714279
349	1.736956778
350	1.736488587
351	1.736088211
352	1.735937425
353	1.735209766
354	1.734955901
355	1.734860087
356	1.734803576
357	1.734422751
358	1.734230709
359	1.733913113
360	1.733566143
361	1.733527587
362	1.732967052
363	1.732568292
364	1.732027593
365	1.731565686
366	1.731342275
367	1.731076301
368	1.730901429
369	1.730245835
370	1.72990638
371	1.729095159
372	1.728947505
373	1.728621719
374	1.728175505
375	1.727779121
376	1.727415305
377	1.727277457
378	1.726751862
379	1.726148979
380	1.725817211
381	1.725717601
382	1.72528644
383	1.724540491
384	1.724093674
385	1.723573961
386	1.723470304
387	1.72339239
388	1.723357698
389	1.72296285
390	1.722547275
391	1.72219816
392	1.722069807
393	1.721675154
394	1.721316795
395	1.720888801
396	1.720778471
397	1.720648972
398	1.720114456
399	1.719835286
400	1.719311629
401	1.719092774
402	1.718682565
403	1.718577001
404	1.718198646
405	1.717682292
406	1.71736861
407	1.716831912
408	1.716644642
409	1.716494216
410	1.715739555
411	1.715309343
412	1.714764158
413	1.714451735
414	1.71409982
415	1.713953848
416	1.713793412
417	1.713117359
418	1.712443322
419	1.711929867
420	1.711884955
421	1.71152342
422	1.711410104
423	1.711151889
424	1.710701356
425	1.71013808
426	1.70976101
427	1.709327651
428	1.708889477
429	1.708678315
430	1.708010791
431	1.707413016
432	1.706957617
433	1.7068939
434	1.706715137
435	1.706148235
436	1.705754063
437	1.705308269
438	1.705113898
439	1.704421198
440	1.704090937
441	1.703512068
442	1.702773332
443	1.701933821
444	1.701381712
445	1.701244038
446	1.700780674
447	1.700536498
448	1.700241851
449	1.700053457
450	1.699647831
451	1.699373304
452	1.698985942
453	1.69861399
454	1.698549204
455	1.698175867
456	1.697797722
457	1.697741853
458	1.697143549
459	1.696697574
460	1.696504338
461	1.696219489
462	1.695828372
463	1.695492501
464	1.69540302
465	1.695123241
466	1.694617685
467	1.694326307
468	1.693999773
469	1.69320054
470	1.692801102
471	1.692774285
472	1.692552402
473	1.692451106
474	1.691905638
475	1.691832957
476	1.691412201
477	1.691022021
478	1.690505817
479	1.690411093
480	1.690113977
481	1.689952959
482	1.689907249
483	1.689771793
484	1.689724404
485	1.689421728
486	1.689086592
487	1.689065556
488	1.688643048
489	1.688076486
490	1.687515685
491	1.687452205
492	1.687134222
493	1.686766479
494	1.686666345
495	1.686312345
496	1.686094236
497	1.685910361
498	1.685787496
499	1.685609469
500	1.685106156
501	1.684797427
502	1.684330633
503	1.6839885
504	1.683803649
505	1.683488578
506	1.683452541
507	1.682885845
508	1.682337294
509	1.681807411
510	1.681524036
511	1.681059392
512	1.68100189
513	1.680292822
514	1.679941215
515	1.679735031
516	1.679342103
517	1.679055111
518	1.678731128
519	1.678651981
520	1.678539407
521	1.678008934
522	1.677660325
523	1.677162241
524	1.676706646
525	1.676640652
526	1.67599817
527	1.675849232
528	1.675667208
529	1.675638734
530	1.675316774
531	1.67483245
532	1.674578968
533	1.674116001
534	1.673837925
535	1.673812042
536	1.673276045
537	1.672884258
538	1.672517953
539	1.672176173
540	1.671835622
541	1.671258066
542	1.670961968
543	1.670622271
544	1.670170128
545	1.670049374
546	1.669659969
547	1.669413213
548	1.669098473
549	1.668901578
550	1.668650601
551	1.668573418
552	1.668045799
553	1.667760941
554	1.667417167
555	1.667201029
556	1.666636689
557	1.666276219
558	1.665845323
559	1.665462199
560	1.664982566
561	1.664797934
562	1.66437443
563	1.663849224
564	1.663544533
565	1.663321411
566	1.662800187
567	1.66244009
568	1.66185748
569	1.661467363
570	1.660975217
571	1.660711066
572	1.660494703
573	1.660184471
574	1.659652641
575	1.659436022
576	1.659093876
577	1.659040543
578	1.658653917
579	1.658378035
580	1.658343987
581	1.658041444
582	1.657864177
583	1.657726211
584	1.657195814
585	1.656962842
586	1.656809115
587	1.656438808
588	1.656233412
589	1.656043027
590	1.655966778
591	1.655670085
592	1.655253597
593	1.654810886
594	1.654454038
595	1.654323566
596	1.65396027
597	1.653734416
598	1.653287672
599	1.652975739
600	1.652795106
601	1.652399421
602	1.652284977
603	1.652095463
604	1.651887654
605	1.651737373
606	1.651589004
607	1.651324064
608	1.650972572
609	1.65089772
610	1.650857704
611	1.65055713
612	1.650289898
613	1.649852712
614	1.649431559
615	1.649109056
616	1.648970854
617	1.648658314
618	1.648580773
619	1.648186092
620	1.647844226
621	1.64762228
622	1.647433806
623	1.647053465
624	1.646610341
625	1.646551252
626	1.646471479
627	1.646118461
628	1.645625235
629	1.645323859
630	1.645033115
631	1.64456742
632	1.64423836
633	1.643964529
634	1.643706711
635	1.64326643
636	1.643226317
637	1.643158963
638	1.642818427
639	1.642370791
640	1.641929357
641	1.641916479
642	1.641675272
643	1.64165715
644	1.641485167
645	1.641147351
646	1.641081815
647	1.640728115
648	1.640553549
649	1.640456323
650	1.640401938
651	1.640279012
652	1.639916651
653	1.639666944
654	1.639367545
655	1.638939241
656	1.638653748
657	1.638256389
658	1.637909694
659	1.637611446
660	1.637155867
661	1.636801219
662	1.636788382
663	1.636523642
664	1.636166942
665	1.63603549
666	1.635767265
667	1.635492902
668	1.635449806
669	1.635331912
670	1.634928301
671	1.63455542
672	1.634521229
673	1.634463439
674	1.634156564
675	1.633825811
676	1.633716575
677	1.633652957
678	1.63334849
679	1.633198718
680	1.632941632
681	1.632438474
682	1.632330828
683	1.632190748
684	1.632028897
685	1.63188703
686	1.631432449
687	1.631377827
688	1.630974212
689	1.630688231
690	1.63029782
691	1.629919495
692	1.629717924
693	1.629397927
694	1.629095944
695	1.628781318
696	1.628602819
697	1.628217575
698	1.6280589
699	1.627596593
700	1.62732558
701	1.627158696
702	1.626952197
703	1.626435568
704	1.62630354
705	1.626082055
706	1.625834113
707	1.625592829
708	1.625489924
709	1.625076113
710	1.624700323
711	1.624211001
712	1.623758666
713	1.623634895
714	1.623499981
715	1.623189006
716	1.622981144
717	1.622943507
718	1.622919662
719	1.622647503
720	1.622448956
721	1.621900788
722	1.62161481
723	1.621579458
724	1.621432992
725	1.621200823
726	1.62096296
727	1.620673236
728	1.620639943
729	1.620487167
730	1.62018677
731	1.61987798
732	1.619531724
733	1.619282815
734	1.619072838
735	1.619010713
736	1.61887227
737	1.618734632
738	1.618690959
739	1.618574025
740	1.618406289
741	1.618036929
742	1.617582307
743	1.617403105
744	1.617365055
745	1.617153295
746	1.616845849
747	1.616472274
748	1.616000506
749	1.615620174
750	1.615576981
751	1.615060798
752	1.614559906
753	1.614516902
754	1.614112593
755	1.614080782
756	1.613705919
757	1.613394723
758	1.613228433
759	1.612989661
760	1.612829813
761	1.612536055
762	1.612091236
763	1.612049309
764	1.611941413
765	1.611824887
766	1.611611979
767	1.6115878
768	1.611234415
769	1.610937875
770	1.610896289
771	1.610664213
772	1.610317682
773	1.609952597
774	1.609783981
775	1.609105442
776	1.608740797
777	1.608522956
778	1.608413126
779	1.608373202
780	1.608020618
781	1.60796872
782	1.607948879
783	1.607792185
784	1.60776584
785	1.607638936
786	1.607331548
787	1.606911998
788	1.606629852
789	1.606335338
790	1.606053843
791	1.605924549
792	1.605907052
793	1.605678368
794	1.605556051
795	1.605268579
796	1.604861129
797	1.604525853
798	1.604400402
799	1.604368329
800	1.604147123
801	1.603897109
802	1.603558348
803	1.603474089
804	1.603348946
805	1.603152497
806	1.60266574
807	1.602356873
808	1.602259263
809	1.601919335
810	1.601535421
811	1.601483702
812	1.601187629
813	1.601088589
814	1.600989012
815	1.600856857
816	1.600781402
817	1.600575626
818	1.600232982
819	1.599872261
820	1.599555863
821	1.59927797
822	1.599242474
823	1.598983511
824	1.598861998
825	1.598629103
826	1.59825624
827	1.598015311
828	1.597603996
829	1.597394765
830	1.596982965
831	1.596710547
832	1.596582068
833	1.596526193
834	1.595862302
835	1.595640104
836	1.595366832
837	1.595125167
838	1.594980635
839	1.594661985
840	1.594293667
841	1.593903324
842	1.593319213
843	1.593096402
844	1.592742017
845	1.592412986
846	1.592205221
847	1.592119238
848	1.592059612
849	1.591767663
850	1.591703185
851	1.591553634
852	1.591274548
853	1.591034053
854	1.590812109
855	1.590643264
856	1.59048965
857	1.590408932
858	1.590058031
859	1.589594733
860	1.589568912
861	1.58940923
862	1.589197606
863	1.588880647
864	1.588704073
865	1.588450364
866	1.588023377
867	1.587419028
868	1.587038873
869	1.586895001
870	1.586594136
871	1.586336812
872	1.585976228
873	1.585890586
874	1.585542136
875	1.585445306
876	1.585187777
877	1.585183749
878	1.584891347
879	1.584671061
880	1.584454267
881	1.583893909
882	1.583545141
883	1.583279733
884	1.582859452
885	1.582799228
886	1.582513232
887	1.58224227
888	1.58189013
889	1.581667991
890	1.581561182
891	1.581321949
892	1.581156713
893	1.580852953
894	1.580517043
895	1.580429504
896	1.580234892
897	1.579758434
898	1.579721559
899	1.57964009
900	1.579191543
901	1.578879843
902	1.578537013
903	1.578393838
904	1.578111775
905	1.577701373
906	1.577454057
907	1.57740784
908	1.576975116
909	1.576908976
910	1.576418698
911	1.576118472
912	1.575903629
913	1.575791957
914	1.575562604
915	1.575380716
916	1.575295133
917	1.575272993
918	1.57499621
919	1.57444727
920	1.574155015
921	1.573874085
922	1.573784319
923	1.573637683
924	1.573491883
925	1.573380676
926	1.573324622
927	1.573221431
928	1.573183585
929	1.572781392
930	1.572610963
931	1.572237692
932	1.571865728
933	1.571670246
